crime_type_id	crime_type	state_id	state	municipality_ma_id	municipality_ma	year	value	cvegeo	cve_ent
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	2	Baja California	2005	Playas de Rosarito	2020	0	02005	02
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	2	Baja California	2005	Playas de Rosarito	2021	0	02005	02
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	2	Baja California	2005	Playas de Rosarito	2022	0	02005	02
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2015	0	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2016	0	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2017	0	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2018	0	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2019	3	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2020	4	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2021	4	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	3	Baja California Sur	3003	La Paz	2022	2	03003	03
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2015	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2016	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2017	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2018	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2019	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2020	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2021	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	4	Campeche	4002	Campeche	2022	0	04002	04
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2015	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2016	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2017	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2018	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2019	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2020	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2021	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5004	Arteaga	2022	0	05004	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2015	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2016	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2017	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2018	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2019	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2020	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2021	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5006	Casta±os	2022	0	05006	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2015	0	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2016	0	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2017	0	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2018	2	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2019	12	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2020	27	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2021	0	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5009	Francisco I. Madero	2022	0	05009	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2015	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2016	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2017	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2018	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2019	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2020	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2021	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5010	Frontera	2022	0	05010	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2015	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2016	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2017	1	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2018	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2019	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2020	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2021	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5017	Matamoros	2022	0	05017	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2015	1	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2016	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2017	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2018	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2019	1	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2020	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2021	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5018	Monclova	2022	0	05018	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2015	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2016	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2017	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2018	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2019	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2020	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2021	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5022	Nava	2022	0	05022	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2015	0	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2016	3	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2017	5	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2018	0	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2019	6	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2020	19	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2021	1	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5025	Piedras Negras	2022	0	05025	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2015	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2016	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2017	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2018	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2019	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2020	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2021	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5027	Ramos Arizpe	2022	0	05027	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2015	3	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2016	1	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2017	2	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2018	4	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2019	7	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2020	10	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2021	6	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5030	Saltillo	2022	0	05030	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2015	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2016	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2017	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2018	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2019	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2020	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2021	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5031	San Buenaventura	2022	0	05031	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2015	4	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2016	5	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2017	8	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2018	7	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2019	9	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2020	9	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2021	6	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	5	Coahuila de Zaragoza	5035	Torreón	2022	0	05035	05
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2015	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2016	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2017	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2018	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2019	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2020	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2021	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6001	Armería	2022	0	06001	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2015	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2016	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2017	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2018	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2019	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2020	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2021	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6002	Colima	2022	0	06002	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2015	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2016	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2017	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2018	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2019	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2020	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2021	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6003	Comala	2022	0	06003	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2015	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2016	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2017	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2018	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2019	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2020	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2021	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6004	Coquimatlán	2022	0	06004	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6005	Cuauhtémoc	2015	0	06005	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6005	Cuauhtémoc	2016	0	06005	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6005	Cuauhtémoc	2017	0	06005	06
202	Violencia de Género en Todas sus Modalidades Distinta a la Violencia Familiar	6	Colima	6005	Cuauhtémoc	2018	0	06005	06
